pays,code_iso3,volaille_kcal_hab_jour,population_milliers,pib_par_habitant_ppp,pct_pop_ne_peut_manger_sain,imports_alim_pct_imports_totaux,densite_population_hab_km2,pct_population_urbaine,lpi_efficacite_douane,croissance_pib_pct,marche_volaille,taux_dependance_import,prix_moyen_import,part_bio_agriculture,indice_stabilite_globale,part_volaille_viande,distance_france_km,volaille_import_valeur_usd_hab
Israel,ISR,3.7126230226090438,-0.26120269087780795,0.7963270996460837,-0.5365451171502854,-0.7527094015648128,1.2829885907301115,1.540195253249968,1.1875072933286093,0.175210281935123,-0.09300744223696124,-1.5993081949841894,8.845149927759136,-0.38757106250072004,0.9362457605606938,1.4387738934134202,-0.5785104711079063,-0.5247063905843876
Lesotho,LSO,-0.8878607086839445,-0.29614849182784375,-0.918308741490649,1.434046497740026,0.7500660977155849,-0.3497499519968272,-1.164824110597862,-1.0838211243566866,-2.6537907901447593,-0.32191752026182513,0.742048986230273,0.7051948852570168,-0.5736912404255482,-0.36513495073226054,-0.2638330091361861,0.9566786482009152,0.05708005894498905
Uruguay,URY,-0.6693147028394737,-0.28921344542201083,0.2314509423978747,-0.08885731337908849,-0.11137424363525308,-0.6042683826325037,1.7147708188250788,-0.17570994215623126,-0.8099388972689286,-0.3148198218560671,0.742048986230273,-0.15911270226007795,2.209109326996817,1.0241892260481644,-1.181690973789238,1.472582383989283,-0.49046516751352737
Indonesia,IDN,-0.7979136748735756,1.1974412327723465,-0.539239781359276,0.6151987199021101,-0.4373478087706425,0.0015311522207133526,-0.28546368050088716,-0.1158246803232031,0.4484137328584349,0.4536256828053326,-1.6256160203300056,0.040135048503166994,-0.48977120436950744,-0.2708297803364497,1.2642768501933113,1.639225061821509,-0.6119025190946351
Belarus,BLR,0.583802808357996,-0.2548158788341231,0.04902828956792598,-1.1449413633008863,-0.2578792389868389,-0.47014979066371754,0.8215636090759604,-0.9594376627630838,-0.5106748663866219,-0.22645367489211066,-0.5427429740290683,-0.7492879237562171,-0.5736912404255482,-0.4560146608799374,-0.16601353408673875,-0.9832266674682996,-0.5239565148186943
Bosnia and Herzegovina,BIH,-0.0776149382556008,-0.2889868073417474,-0.37725292124888704,-1.037802401714617,0.4044396139411344,-0.36986202080482933,-0.5779468739932424,-0.14803498979176657,-0.24160592243273965,-0.3033932093394305,0.742048986230273,-0.4211379110892952,-0.561421577368549,-0.47870763233582236,0.24588480192536946,-1.1119660094895516,-0.40435313186782895
Senegal,SEN,-0.9019487983168939,-0.22114001710719344,-0.8777370523807473,0.7988655111928576,1.3864461133183026,-0.30382977188961047,-0.6053202375091259,-0.8949189531296448,1.3319491858086747,-0.29089654854270447,-1.4740386924314075,-0.39262537237630124,-0.5572033093438423,-0.1436999539617082,-0.19442377205264855,-0.3433402383195217,-0.6094292736874176
Poland,POL,0.9748376039392187,-0.09283965918282068,0.4282257766975352,-0.6130729468547635,-0.748617579254526,-0.08891955469461986,-0.006248827951429418,0.9170373577152288,0.4796596093820133,0.16165795165974756,-0.9518772574620054,-0.0625150597321733,0.14605816113834133,0.758115636249495,-0.041875660574384216,-1.1056511014841341,-0.44399162136279724
Viet Nam,VNM,-0.6402354409047961,0.22775421103373394,-0.6027321184879711,-0.8082189126011826,-0.8543807300453437,0.7957272370150266,-1.3201232535801095,0.1892561116176135,1.1553344075150314,0.03426254851322287,0.742048986230273,-0.6031900291039677,-0.4734296840706155,-0.2178740092705389,-0.7636788239439783,0.9980599912354529,-0.5529349791788907
Czechia,CZE,0.23539351474313325,-0.24892717493702113,0.8919083440010898,-1.0875454910225277,-1.1694204076984456,-0.023963174384661914,0.6200114319221279,1.2324899031907999,0.48763722883023247,-0.23578869706583502,0.742048986230273,0.2189766407400155,2.4422982494379086,1.1297887346451938,-0.5546051853238649,-1.2370534533396236,0.7979692551819372
Mozambique,MOZ,-1.039397980505028,-0.149660090032791,-0.9779881110050028,1.9582621312157011,0.0859350865643234,-0.5232338519713916,-1.3561868396228247,-0.4502078384536875,-0.4706030676117204,-0.2826999966217535,0.742048986230273,-0.22399497087513617,-0.5672832388638145,-1.0536179549108762,0.2058918471383988,0.9034287847816413,-0.539253625285479
Mauritius,MUS,1.2323967810749341,-0.30102853236027455,-0.012279088590753355,-0.7087327339853612,1.3859661237099352,2.419149739329855,-1.021504305163893,-0.07875442271910463,0.02064834175357246,-0.30879896603100154,-0.3672729360150265,0.4358284436723666,-0.5702680263819532,0.9473502663862674,1.695902543224791,1.0558256208155297,-0.33865775301629414
Argentina,ARG,1.6951363405571938,-0.058855605712550725,0.170314933570177,-0.9459690060692433,-1.3932220423958859,-0.6199110656298864,1.540563028600382,-0.3921345793016514,-0.40246021809971216,0.4161338140640464,-1.5314233072874168,-0.3403536940629538,-0.005213394351131853,-0.015591748103101462,0.027767437821638787,1.496990539745769,-0.5970171132847478
Republic of Korea,KOR,0.0005920208606439438,-0.01831881679291602,0.8751998342303805,-0.8809203508204368,-1.1491403041243113,1.8939761055344124,1.0398719814415889,1.217010299578918,-0.17013816268228885,0.05181590000937388,0.742048986230273,0.021476633309183587,-0.31408241524991604,0.9344858938022848,-0.6561956193868091,0.9358402453673721,-0.3105073655760391
